artist,album,score,genres
Eminem,Revival,5.0,Rap
Regina Spektor,Remember Us To Life,6.6,Rock
Oathbreaker,Rheia,7.8,Metal
Glasser,Ring,8.0,Electronic
Skrillex,Recess,5.7,Electronic
Burial,Rival Dealer,9.0,"Electronic,Experimental"
Travis Scott,Rodeo,6.0,Rap
Taylor Swift,Reputation,6.5,Pop/R&B
Noname,Room 25,8.6,Rap
Das Racist,Relax,6.3,Rap
Rina Sawayama,RINA,7.7,Pop/R&B
Armand Hammer,Rome,8.1,Rap
Ought,Room Inside The World,7.1,Rock
Arcade Fire,Reflektor,9.2,Rock
Talking Heads,Remain In Light,10.0,Rock
(Sandy) Alex G,Rocket,8.4,Rock
Thantifaxath,Sacred White Noise,SCORE ERROR,GENRES ERROR
Conor Oberst,Ruminations,7.5,Rock
First Aid Kit,Ruins,6.4,Folk/Country
Screaming Females,Rose Mountain,6.7,Rock
Sleigh Bells,Reign of Terror,8.2,Pop/R&B
White Lies,Ritual,2.5,"Electronic,Rock"
Machinedrum,Room(s),6.6,Electronic
Little Dragon,Ritual Union,6.7,Electronic
Run the Jewels,Run the Jewels 2,9.0,Rap
Bongripper,Satan Worshipping Doom,SCORE ERROR,GENRES ERROR
Black Lips,Satan's Graffiti or God's Art?,SCORE ERROR,GENRES ERROR
Dope Body,Saturday,SCORE ERROR,GENRES ERROR
Stone Titan,Scratch N' Sniff (MINI),SCORE ERROR,GENRES ERROR
Skrillex,Scary Monsters and Nice Sprites,SCORE ERROR,GENRES ERROR
21 Savage and Metro Boomin,Savage Mode,SCORE ERROR,GENRES ERROR
Loma Prieta,Self Portrait,SCORE ERROR,GENRES ERROR
The I.L.Y's,Scum With Boundaries,SCORE ERROR,GENRES ERROR
Igorrr,Savage Sinusoid,SCORE ERROR,GENRES ERROR
TVOTR,Seeds,SCORE ERROR,GENRES ERROR
Pink Guy,Self-Titled,SCORE ERROR,GENRES ERROR
Arabrot,Self-Titled,SCORE ERROR,GENRES ERROR
I Am Your Destruction,Self-Titled,SCORE ERROR,GENRES ERROR
Poor Lily,Self-TItled,SCORE ERROR,GENRES ERROR
Sadsic,Self-Titled,SCORE ERROR,GENRES ERROR
All Pigs Must DIe,Self-Titled,SCORE ERROR,GENRES ERROR
Sterilizer,Self-Titled,SCORE ERROR,GENRES ERROR
Dweller On the Threshold,Self-Titled,SCORE ERROR,GENRES ERROR
Comadre,Self-Titled,SCORE ERROR,GENRES ERROR
Yves Tumor,Safe in the Hands of Love,9.1,Experimental
Run the Jewels,Run the Jewels 3,8.6,Rap
Mac Demarco,Salad Days,8.5,Rock
Action Bronson,Saaab Stories,6.1,Rap
Brockhampton,Saturation,7.5,Rap
Aphex Twin,Selected Ambient Works 85-92,9.4,Electronic
Hudson Mohawke,Satin Panthers,7.6,Electronic
Brockhampton,Saturation III,7.5,Rap
The Dead Weather,Sea of Cowards,7.8,Rock
Wilco,Schmilco,7.0,Rock
Guardian Alien,See the World Given to a One Love Entity,7.2,
Brockhampton,Saturation II,7.5,Rap
Sisyphus,Self-Titled,6.2,
Rina Sawayama,Sawayama,7.7,Pop/R&B
Mazzy Star,Seasons Of Your Day,7.8,Rock
Waxahatchee,Saint Cloud,8.7,Rock
Have a Nice Life,Sea of Worry,7.4,
black midi,Schlagenheim,8.2,Rock
Mount Eerie,Sauna,8.1,Rock
Drake,Scorpion,6.9,Rap
Holograms,Self-Titled,7.1,
Brand New,Science Fiction,8.3,Rock
Anika,Self-Titled,7.4,"Pop/R&B,Rock"
The Drums,Self-Titled,6.9,Experimental
Purple Mountains,Self-Titled,8.5,Rock
Leviathan,Scar Sighted,7.4,Metal
SBTRKT,SBTRKT,5.5,"Electronic,Rock"
Clark,Self-TItled,SCORE ERROR,GENRES ERROR
Murmur,Self-Titled,7.5,Electronic
A Sunny Day In Glasgow,Sea When Absent,8.5,Rock
California X,Self-Titled,6.9,Rock
Caustic Window,Self-Titled,8.1,
Samiyam,Sam Baker's Album,6.3,Rap
Corpo-Mente,Self-Titled,SCORE ERROR,GENRES ERROR
METZ,Self-Titled,7.6,Rock
OFF!,Self-Titled,7.0,Electronic
Kendrick Lamar,Section.80,8.0,Rap
Alvvays,Self-Titled,7.3,Rock
Roomful of Teeth,Self-Titled,7.0,
Red Horse,Self-Titled,7.4,Folk/Country
Interpol,Self-Titled,5.6,Rock
Happy Birthday,Self-Titled,7.8,"Experimental,Pop/R&B"
Yuck,Self-TItled,SCORE ERROR,GENRES ERROR
Brain Tentacles,Self-Titled,SCORE ERROR,GENRES ERROR
Unknown Mortal Orchestra,Self-Titled,6.5,Rock
Ibibio Sound Machine,Self-TItled,SCORE ERROR,GENRES ERROR
Ondatrópica,Self-Titled,SCORE ERROR,GENRES ERROR
Antemasque,Self-Titled,SCORE ERROR,GENRES ERROR
Beyoncé,Self-Titled,SCORE ERROR,GENRES ERROR
Jessica Pratt,Self-Titled,8.4,Folk/Country
Kvelertak,Self-Titled,8.0,Metal
Eyehategod,Self-Titled,8.0,
Daughters,Self-Titled,8.0,Rock
case / lang / veirs,Self-Titled,8.2,Rock
Melt Yourself Down,Self-Titled,6.4,
Wu-Block,Self-Titled,6.5,
Crystal Castles,Self-Titled,6.8,Electronic
Fuzz,Self-Titled,7.0,Rock
The Highwomen,Self-Titled,7.7,Folk/Country
Quakers,Self-Titled,7.1,Rap
Factory Floor,Self-Titled,6.0,Electronic
Nevermen,Self-Titled,5.8,Rock
Jesu / Sun Kil Moon,Self-Titled,7.5,"Metal,Rock,Folk/Country"
Czarface,Self-Titled,6.4,Rap
NehruvianDOOM,Self-Titled,5.6,Rap
Bicep,Self-Titled,7.4,Electronic
Edward Sharpe & The Magnetic Zeros,Self-Titled,4.5,Rock
Malibu Ken,Self-Titled,7.7,Rap
Algiers,Self-Titled,6.0,Rock
Majid Jordan,Self-Titled,7.4,Pop/R&B
Superorganism,Self-Titled,7.8,Pop/R&B
Alice Glass,Self-Titled,6.9,Rap
Dead Cross,Self-Titled,6.2,Rock
Viet Cong,Self-Titled,8.5,Rock
Veronica Falls,Self-Titled,7.5,"Experimental,Rock"
Run The Jewels,Self-Titled,8.6,Rap
MGMT,Self-Titled,7.0,Rock
LUMP,Self-Titled,7.7,Experimental
The Neighbourhood,Self-Titled,4.7,Rock
Royal Blood,Self-Titled,5.6,Rock
Ty Segall,Self-Titled,5.8,Rock
Preoccupations,Self-Titled,7.7,"Experimental,Rock"
St. Vincent,Self-Titled,6.7,"Rock,Electronic"
TNGHT,Self-Titled,7.7,Electronic
Dirty Projectors,Self-Titled,7.1,Rock
Arca,Self-Titled,8.1,Experimental
Balkans,Self-Titled,7.6,Electronic
Wild Flag,Self-Titled,8.0,"Experimental,Rock"
Weezer,Self-Titled (Black),SCORE ERROR,GENRES ERROR
Weezer,Self-Titled (White),SCORE ERROR,GENRES ERROR
Weezer,Self-Titled (Teal),SCORE ERROR,GENRES ERROR
Bring Me The Horizon,Sempiternal,SCORE ERROR,GENRES ERROR
Natural Child,Self-Titled 7'',SCORE ERROR,GENRES ERROR
Kids & Explosions,Shit Computer,SCORE ERROR,GENRES ERROR
American Football,Self-Titled (LP2),SCORE ERROR,GENRES ERROR
Squarepusher,Shobaleader One: d'Demonstrator,SCORE ERROR,GENRES ERROR
Cake,Showroom of Compassion,SCORE ERROR,GENRES ERROR
Uffie,Sex Dreams and Denim Jeans,SCORE ERROR,GENRES ERROR
Spark Master Tape,Silhouette of a Sunkken City,SCORE ERROR,GENRES ERROR
Various Artists,Shady XV,SCORE ERROR,GENRES ERROR
Das Racist,"""Shut Up, Dude / Sit Down, Man""",SCORE ERROR,GENRES ERROR
White Suns,Sinews,SCORE ERROR,GENRES ERROR
Big Boi,Sir Lucious Left Foot: The Son of Chico Dusty,SCORE ERROR,GENRES ERROR
Timber Timbre,"""Sincerely, Future Pollution""",SCORE ERROR,GENRES ERROR
Daphni,Sizzling,SCORE ERROR,GENRES ERROR
Injury Reserve,Self-Titled,6.8,Rap
Jackboys & Travis Scott,Self-Titled,5.9,Rap
KIDS SEE GHOSTS,Self-Titled,7.6,"Rap,Rock"
Fetty Wap,Self-Titled,5.4,Rap
Bill Callahan,Shepherd in a Sheepskin Vest,8.5,Rock
Future Islands,Singles,8.0,Rock
Röyksopp,Senior,6.0,"Electronic,Pop/R&B"
Miley Cyrus,She Is Coming,4.6,Pop/R&B
The Velvet Underground & Nico,Self-Titled,9.0,Rock
Laura Marling,Short Movie,7.4,Folk/Country
Laura Marling,Semper Femina,7.7,Folk/Country
Savages,Silence Yourself,8.7,Rock
Black Breath,Sentenced to Life,7.6,
Unknown Mortal Orchestra,Sex & Food,7.0,Rock
Nachtmystium,Silencing Machine,8.0,"Metal,Rock"
Lil Pump,Self-Titled,3.8,Rap
Disclosure,Settle,5.9,Electronic
Manchester Orchestra,Simple Math,5.5,Rock
Bibio,Silver Wilkinson,6.2,Electronic
Purity Ring,Shrines,8.4,Electronic
Grizzly Bear,Shields,7.4,Rock
Wale,Shine,6.0,Rap
Playboi Carti,Self-Titled,8.5,Rap
Harry Styles,Self-Titled,6.0,Pop/R&B
Jon Hopkins,Singularity,8.3,Electronic
Slowdive,Self-Titled,8.6,Rock
Future,Self-Titled,8.0,Jazz
Jim O'Rourke,Simple Songs,8.6,Experimental
Nicolas Jaar,Sirens,8.7,Electronic
Freddie Gibbs,Shadow of a Doubt,7.8,Rap
Four Tet,Sixteen Oceans,6.9,Electronic
Muse,Simulation Theory,6.0,Rock
Liars,Sisterworld,4.0,Rock
The Knife,Shaking The Habitual,8.4,"Electronic,Experimental"
Sufjan Stevens,Silver & Gold,7.8,Folk/Country
Aesop Rock,Skelethon,8.2,Rap
Raekwon,Shaolin vs. Wu-Tang,7.9,Rap
Matt & Kim,Sidewalks,6.3,Rock
Kuedo,Severant,7.7,Electronic
Daniel Rossen,Silent Hour / Golden Mile,8.0,Rock
Bölzer,Soma,SCORE ERROR,GENRES ERROR
Ghostpoet,Some Say I So I Say Light,SCORE ERROR,GENRES ERROR
Tech N9ne,Something Else,SCORE ERROR,GENRES ERROR
Snake Oil,Snake Oil,SCORE ERROR,GENRES ERROR
Black Breath,Slaves Beyond Death,SCORE ERROR,GENRES ERROR
Cage the Elephant,Social Cues,SCORE ERROR,GENRES ERROR
SeeYouSpaceCowboy,Songs for the Firing Squad,SCORE ERROR,GENRES ERROR
Whitey Morgan and the 78's,Sonic Ranch,SCORE ERROR,GENRES ERROR
Courtney Barnett,"""Sometimes I Sit and Think, and Sometimes I Just Sit""",8.6,Rock
Devo,Something For Everybody,6.6,Rock
Beach Fossils,Somersault,7.3,"Experimental,Rock"
Haim,Something to Tell You,7.8,Rock
The Tallest Man On Earth,Sometimes the Blues Is Just a Passing Bird,7.8,Folk/Country
Drake,So Far Gone,7.4,Rap
serpentwithfeet,soil,8.1,Experimental
Nick Cave & the Bad Seeds,Skeleton Tree,9.0,Rock
Earl Sweatshirt,Some Rap Songs,8.8,Rap
Oh Sees,Smote Reverser,7.6,Rock
Brian Eno,Small Craft On A Milk Sea,7.4,Experimental
King Gizzard & The Lizard Wizard w/ Mild High Club,Sketches of Brunswick East,7.5,Rock
Young Nudy & Pi'erre Bourne,Sli'merre,8.0,Rap
Young Thug,Slime Language,7.3,Rap
No Age,Snares Like A Haircut,8.0,Rock
Flume,Skin Companion II,5.8,Electronic
Young Thug,So Much Fun,8.4,Rap
Ratking,So It Goes,7.5,Rap
Deakin,Sleep Cycle,7.6,"Experimental,Rock"
Young Thug,Slime Season 3,7.9,Rap
XXXTentacion,Skins,3.0,Rap
The War On Drugs,Slave Ambient,8.3,Rock
milo,So the Flies Don't Come,7.4,Rap
Laura Marling,Song for Our Daughter,7.6,Folk/Country
Daniel Avery,Song For Alpha,6.7,Electronic
George Clanton,Slide,7.3,Pop/R&B
Wild Beasts,Smother,8.2,Rock
Faith No More,Sol Invictus,6.0,Rock
James Ferraro,Skid Row,6.6,Electronic
Flume,Skin,5.8,Electronic
Smith Westerns,Soft Will,7.9,Rock
High On Fire,Snakes for the Divine,8.0,Metal
Foo Fighters,Sonic Highways,5.6,Rock
Fuck Buttons,Slow Focus,8.7,Electronic
The National,Sleep Well Beast,8.0,Rock
Chairlift,Something,8.0,Pop/R&B
Scott Walker + Sunn o))),Soused,SCORE ERROR,GENRES ERROR
Lightning Bolt,Sonic Citadel,7.8,Rock
Ty Segall Band,Slaughterhouse,8.7,Rock
Various Artists,Southern Family,SCORE ERROR,GENRES ERROR
The Horrors,Skying,7.5,Rock
Pallbearer,Sorrow and Extinction,8.4,Metal
Lemon Demon,Spirit Phone,SCORE ERROR,GENRES ERROR
Nujabes,Spiritual State,SCORE ERROR,GENRES ERROR
Various Artists,Star Wars Head Space,SCORE ERROR,GENRES ERROR
Igorrr,Spirituality and Distortion,SCORE ERROR,GENRES ERROR
Vallenfyre,Splinters,SCORE ERROR,GENRES ERROR
Childish Gambino,STN MTN / Kauai MIXTAPE &,SCORE ERROR,GENRES ERROR
Death Grips,Steroids (Crouching Tiger Hidden Gabber Megamix),SCORE ERROR,GENRES ERROR
CunninLynguists,Strange Journey Vol. 3,SCORE ERROR,GENRES ERROR
B.o.B.,Strange Clouds,SCORE ERROR,GENRES ERROR
Herman Dune,Strange Moosic,SCORE ERROR,GENRES ERROR
Black Thought & Salaam Remi,"""Streams of Thought, Vol. 2""",SCORE ERROR,GENRES ERROR
Black Thought & 9th Wonder,"""Streams of Thought, Vol. 1""",SCORE ERROR,GENRES ERROR
Soap&Skin,"""Sugarbread 7""""""",SCORE ERROR,GENRES ERROR
Pissgrave,Suicide Euphoria,SCORE ERROR,GENRES ERROR
Lil Yachty,Summer Songs 2 MIXTAPE OR,SCORE ERROR,GENRES ERROR
Thou,Summit,SCORE ERROR,GENRES ERROR
Sam Hunt,Southside,7.5,Folk/Country
Alabama Shakes,Sound & Color,8.1,Rock
Sturgill Simpson,Sound & Fury,7.2,Folk/Country
Sharon Jones & The Dap-Kings,Soul of a Woman,8.0,Pop/R&B
KEN mode,Success,5.9,Metal
Mogwai,Special Moves,8.2,Rock
Yung Lean,Stranger,4.9,Rap
Nils Frahm,Spaces,7.8,Electronic
Ski Mask the Slump God,Stokeley,7.2,Rap
Nicolas Jaar,Space Is Only Noise,8.4,Electronic
Kid Cudi,Speedin' Bullet 2 Heaven,4.0,"Rap,Rock"
YG,Still Brazy,8.0,Rap
BADBADNOTGOOD & Ghostface Killah,Sour Soul,6.2,"Rap,Jazz"
Touché Amoré,Stage Four,8.1,Rock
YG,Stay Dangerous,6.5,Rap
clipping.,Splendor & Misery,5.3,Rap
A$AP Ferg,Still Striving,6.1,Rap
Modest Mouse,Strangers To Ourselves,6.4,Rock
Lotus Plaza,Spooky Action at a Distance,8.4,"Experimental,Rock"
Joey Bada$$,Summer Knights,6.8,Rap
N.W.A.,Straight Outta Compton,9.7,Rap
Zeal & Ardor,Stranger Fruit,7.3,Metal
Rae Sremmurd,SR3MM,8.1,Rap
Torres,Sprinter,8.0,Rock
Marissa Nadler,Strangers,7.6,Folk/Country
Megan Thee Stallion,Suga,7.0,Rap
Little Simz,Stillness In Wonderland,7.1,Rap
Christian Scott aTunde Adjuah,Stretch Music,7.5,Jazz
The Weeknd,Starboy,6.7,Pop/R&B
Adventures,Supersonic Home,SCORE ERROR,GENRES ERROR
Wilco,Star Wars,7.7,Rock
Cults,Static,6.8,Rock
Tiny Moving Parts,Swell,SCORE ERROR,GENRES ERROR
Slint,Spiderland,10.0,Rock
Caribou,Suddenly,8.2,Electronic
Negură Bunget,TĂU,SCORE ERROR,GENRES ERROR
Rae Sremmurd,Sremmlife 2,7.6,Rap
Waste of Space Orchestra,Syntheosis,SCORE ERROR,GENRES ERROR
Young Fathers,Tape One,SCORE ERROR,GENRES ERROR
Big K.R.I.T.,TDT,SCORE ERROR,GENRES ERROR
Young Fathers,Tape Two ALBUM / EP /,SCORE ERROR,GENRES ERROR
Woods,Sun and Shade,7.9,Rock
Cage the Elephant,Tell Me I'm Pretty,SCORE ERROR,GENRES ERROR
Weekend,Sports,8.2,"Experimental,Rock"
mewithoutYou,Ten Stories,SCORE ERROR,GENRES ERROR
Sunn O))) & Ulver,Terrestrials,SCORE ERROR,GENRES ERROR
Vince Staples,Summertime 06,8.8,Rap
Diamond Rings,Special Affections,8.2,"Electronic,Rock"
St. Vincent,Strange Mercy,9.0,Rock
Arctic Monkeys,Suck It and See,7.5,Rock
Cage the Elephant,"""Thank You, Happy Birthday""",SCORE ERROR,GENRES ERROR
Ought,Sun Coming Down,8.0,Rock
Mac Miller,Swimming,7.4,Rap
Tobacco,Sweatbox Dynasty,6.7,Electronic
Spiritualized,Sweet Heart Sweet Light,8.8,"Experimental,Rock"
Noname,Telefone,8.0,Rap
Deafheaven,Sunbather,8.9,Metal
Ariana Grande,Sweetener,7.9,Pop/R&B
Altar of Plagues,Teethed Glory and Injury,6.8,"Metal,Rock"
Klaxons,Surfing the Void,7.2,"Electronic,Rock"
Dirty Projectors,Swing Lo Magellan,8.8,Rock
Future & Young Thug,Super Slimey,7.1,Rap
Jaden Smith,SYRE,5.1,Rap
Kelela,Take Me Apart,8.6,Pop/R&B
Explosions In the Sky,"""Take Care, Take Care, Take Care""",7.2,Rock
Drake,Take Care,8.6,Rap
Temples,Sun Structures,5.5,Rock
Denzel Curry,TA13OO,7.7,Rap
JPEGMAFIA x Freaky,The 2nd Amendment,SCORE ERROR,GENRES ERROR
Car Seat Headrest,Teens of Denial,8.5,Rock
Aphex Twin,Syro,8.7,Electronic
Marching Church,Telling It Like It Is,6.4,Rock
Car Seat Headrest,Teens of Style,8.1,Rock
Courtney Barnett,Tell Me How You Really Feel,7.4,Rock
Lil Yachty,Teenage Emotions,6.8,Rap
billy woods,Terror Management,6.5,Rap
Donnie Trumpet & the Social Experiment,Surf,8.3,"Pop/R&B,Rap"
Parquet Courts,Sunbathing Animal,8.6,Rock
A$AP Rocky,Testing,6.7,Rap
Vektor,Terminal Redux,8.2,Metal
Lycus,Tempest,7.9,Metal
Metric,Synthetica,7.0,Rock
Olga Bell,Tempo,7.9,Pop/R&B
Foxygen,Take the Kids Off Broadway,7.9,Rock
Liars,TFCF,7.5,Rock
Lil Wayne,Tha Carter V,7.3,Rap
Ariana Grande,"""thank u, next""",7.9,Pop/R&B
Lil Wayne,Tha Carter IV,6.2,Rap
Lupe Fiasco,Tetsuo & Youth,7.2,Rap
Caribou,Swim,6.8,Electronic
Beach House,Thank Your Lucky Stars,8.1,Rock
Justin Timberlake,The 20/20 Experience,4.5,Pop/R&B
Cattle Decapitation,The Anthropocene Extinction,SCORE ERROR,GENRES ERROR
"""Royce da 5'9"""" """,The Allegory,SCORE ERROR,GENRES ERROR
Lazer/Wulf,The Beast of Left and Right,SCORE ERROR,GENRES ERROR
AJJ,The Bible 2,SCORE ERROR,GENRES ERROR
Fashawn,The Ecology,SCORE ERROR,GENRES ERROR
letlive.,The Blackest Beautiful,SCORE ERROR,GENRES ERROR
My Chemical Romance,The Black Parade,SCORE ERROR,GENRES ERROR
Dead In The Dirt,The Blind Hole,SCORE ERROR,GENRES ERROR
Iron Maiden,The Book of Souls,SCORE ERROR,GENRES ERROR
Ugly God,The Booty Tape,SCORE ERROR,GENRES ERROR
Ulcerate,The Destroyers of All,SCORE ERROR,GENRES ERROR
A$AP MOB,The Cozy Tapes Vol. 1: Friends,SCORE ERROR,GENRES ERROR
Suns,The Engine Room,SCORE ERROR,GENRES ERROR
The Game,The Documentary 2.5,SCORE ERROR,GENRES ERROR
Iron Maiden,The Final Frontier,SCORE ERROR,GENRES ERROR
Fallujah,The Flesh Prevails,SCORE ERROR,GENRES ERROR
Janelle Monáe,The ArchAndroid,8.5,Pop/R&B
Sufjan Stevens,The Age of Adz,8.4,Folk/Country
Sleater-Kinney,The Center Won't Hold,7.9,Rock
CHVRCHES,The Bones of What You Believe,8.5,Pop/R&B
Vic Mensa,The Autobiography,6.9,Rap
Protomartyr,The Agent Intellect,8.2,Rock
PUP,The Dream Is Over,7.8,Rock
Bat For Lashes,The Bride,7.6,Rock
The Budos Band,The Budos Band III,7.6,"Global,Pop/R&B"
Mr. Oizo,The Church,4.9,Electronic
James Blake,The Colour In Anything,8.2,Pop/R&B
Banks,The Altar,5.1,Pop/R&B
Horse Lords,The Common Task,7.8,Experimental
Melvins,The Bride Screamed Murder,5.2,"Metal,Rock"
Chance the Rapper,The Big Day,6.9,Rap
Red Hot Chili Peppers,The Getaway,5.4,Rock
Liturgy,The Ark Work,6.4,Metal
Pink Floyd,The Endless River,5.7,Rock
Converge,The Dusk In Us,8.2,Metal
Tribulation,The Children of the Night,8.4,Metal
Muse,The 2nd Law,5.5,Rock
Mac Miller,The Divine Feminine,7.8,Rap
Thundercat,The Beyond / Where the Giants Roam,8.3,"Jazz,Pop/R&B"
Wale,The Album About Nothing,5.4,Rap
Future Islands,The Far Field,7.6,Rock
Dizzy Wright,The Golden Age,SCORE ERROR,GENRES ERROR
Kamasi Washington,The Epic,8.6,Jazz
Metronomy,The English Riviera,6.4,Pop/R&B
Hobo Johnson,The Fall of Hobo Johnson,3.6,"Rap,Rock"
Lucinda Williams,The Ghosts of Highway 20,8.0,Folk/Country
glass beach,the first glass beach album,7.2,Rock
The Game,The Documentary 2,7.2,Rap
Deradoorian,The Expanding Flower Planet,8.0,Experimental
Swans,The Glowing Man,8.1,Rock
Janelle Monáe,The Electric Lady,8.3,Pop/R&B
Warpaint,The Fool,7.2,Rock
Cannibal Ox,The Cold Vein,8.3,Rap
Cakes Da Killa,The Eulogy,7.5,Rap
Bobby Womack,The Bravest Man In the Universe,6.2,"Jazz,Rock"
The Microphones,The Glow Pt. 2,9.3,"Experimental,Rock"
Gorillaz,The Fall,5.8,"Electronic,Rock"
Autopsy,The Headless Ritual,SCORE ERROR,GENRES ERROR
Jon Bellion,The Human Condition,SCORE ERROR,GENRES ERROR
Macklemore and Ryan Lewis,The Heist,SCORE ERROR,GENRES ERROR
J.I.D,The Never Story,SCORE ERROR,GENRES ERROR
Pianos Become the Teeth,The Lack Long After,SCORE ERROR,GENRES ERROR
The Underachievers,The Lords of Flatbush MIXTAPE /,SCORE ERROR,GENRES ERROR
A Tribe Called Quest,The Low End Theory,SCORE ERROR,GENRES ERROR
Swain,The Long Dark Blue,SCORE ERROR,GENRES ERROR
Cal Chuchesta,The New CALassic,SCORE ERROR,GENRES ERROR
Uboa,The Origin of My Depression,SCORE ERROR,GENRES ERROR
OFWGKTA,The OF Tape Vol. 2,SCORE ERROR,GENRES ERROR
Marilyn Manson,The Pale Emperor,SCORE ERROR,GENRES ERROR
Between the Buried and Me,The Parallax II: Future Sequence,SCORE ERROR,GENRES ERROR
Cee Lo Green,The Lady Killer,7.3,Rap
Thundercat,The Golden Age of Apocalypse,8.1,"Jazz,Pop/R&B"
First  Aid Kit,The Lion's Roar,7.6,Folk/Country
Pop. 1280,The Horror,7.5,Rock
Takeoff,The Last Rocket,7.7,Rap
Mick Jenkins,The Healing Component,7.6,Rap
Bat For Lashes,The Haunted Man,8.4,Rock
Bonobo,The North Borders,6.0,"Electronic,Jazz"
Lauryn Hill,The Miseducation of Lauryn Hill,9.5,Pop/R&B
James Holden,The Inheritors,8.2,Electronic
The Strokes,The New Abnormal,5.7,Rock
Logic,The Incredible True Story,6.1,Rap
Ka,The Night's Gambit,8.0,Rap
Pi'erre Bourne,The Life of Pi'erre 4,6.7,Rap
Mastodon,The Hunter,7.5,Metal
Death Grips,The Money Store,8.7,"Experimental,Rap"
Aesop Rock,The Impossible Kid,8.2,Rap
The Decemberists,The King Is Dead,7.2,Rock
Deerhoof,The Magic,6.9,Experimental
PJ Harvey,The Hope Six Demolition Project,7.6,Rock
Anna Von Hausswolff,The Miraculous,7.8,Experimental
Eminem,The Marshall Mathers LP 2,4.7,Rap
Grouper,The Man Who Died In His Boat,8.3,Experimental
King Krule,The OOZ,9.0,Rock
Current 93,The Light Is Leaving Us All,7.2,Experimental
Gorillaz,The Now Now,6.8,"Electronic,Rock"
Fiona Apple,The Idler Wheel...,9.0,Rock
Animal Collective,The Painters,6.1,Experimental
Titus Andronicus,The Monitor,8.7,Rock
YBN Cordae,The Lost Boy,7.0,Rap
Blur,The Magic Whip,7.0,Rock
Best Coast,The Only Place,6.2,Rock
Iron Maiden,The Number of the Beast,7.0,Metal
Titus Andronicus,The Most Lamentable Tragedy,8.1,Rock
David Bowie,The Next Day,7.6,Rock
Club 8,The People's Record,6.2,Rock
Kanye West,The Life of Pablo,9.0,Rap
Kanye West,The Life of Pablo,9.0,Rap
Radiohead,The King of Limbs,7.9,Rock
The Evens,The Odds,8.0,"Metal,Rock"
Death Grips,The Powers That B (Niggas On the Moon / Jenny Death),SCORE ERROR,GENRES ERROR
Benny the Butcher,The Plugs I Met,SCORE ERROR,GENRES ERROR
Steven Wilson,The Raven That Refused To Sing (And Other Stories),SCORE ERROR,GENRES ERROR
Mr. Yote,The Terrible Tales of Scurvy Jones,SCORE ERROR,GENRES ERROR
Death Grips,The Powers That B Pt. 1 a.k.a. Niggas On The Moon,SCORE ERROR,GENRES ERROR
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars,SCORE ERROR,GENRES ERROR
Janet Jackson,The Velvet Rope,SCORE ERROR,GENRES ERROR
9th Wonder,The Wonder Years,SCORE ERROR,GENRES ERROR
Korn,The Serenity of Suffering,SCORE ERROR,GENRES ERROR
La Dispute,The Rooms of the House,SCORE ERROR,GENRES ERROR
Deathspell Omega,The Synarchy of Molten Bones,SCORE ERROR,GENRES ERROR
Jaden Smith,The Sunset Tapes: A Cool Tape Story,SCORE ERROR,GENRES ERROR
Lil Uzi Vert,The Perfect LUV Tape,6.9,Rap
Mick Jenkins,The Water[s],SCORE ERROR,GENRES ERROR
Otis Brown III,The Thought of You,SCORE ERROR,GENRES ERROR
Clarence Clarity,Think: Peace,SCORE ERROR,GENRES ERROR
Milo,Things That Happen At Day / Things That Happen At Night,SCORE ERROR,GENRES ERROR
Lil Ugly Mane,Third Side of Tape,SCORE ERROR,GENRES ERROR
Tame Impala,The Slow Rush,8.0,Rock
Algiers,There Is No Year,6.0,Rock
Explosions In the Sky,The Wilderness,8.0,Rock
Future,The WIZRD,7.0,Rap
Behemoth,The Satanist,8.2,Metal
Arcade Fire,The Suburbs,8.6,Rock
clipping.,There Existed an Addiction to Blood,4.5,Rap
Death From Above 1979,The Physical World,7.0,Rock
Have A Nice Life,The Unnatural World,7.8,
Panopticon,The Scars of Man on the Once Nameless Wilderness,7.3,Metal
Sleep,The Sciences,8.4,Metal
Darkthrone,The Underground Resistance,7.4,Metal
The Spits,The Spits,6.8,Rap
Algiers,The Underside of Power,5.8,Rock
Rich Brian,The Sailor,6.8,Rap
John Prine,The Tree of Forgiveness,7.6,Folk/Country
Curren$y,The Stoned Immaculate,7.1,Rap
Vic Mensa,There's Alot Going On,7.5,Rap
The Tallest Man On Earth,The Wild Hunt,8.5,Folk/Country
The Tallest Man On Earth,There's No Leaving Now,7.1,Folk/Country
Beach Slang,The Things We Do To Find People Who Feel Like Us,8.0,Rock
Sam Smith,The Thrill of It All,5.8,Pop/R&B
The Flaming Lips,The Terror,7.8,Rock
Oxbow,Thin Black Duke,7.3,Metal
Isaiah Rashad,The Sun's Tirade,8.1,Rap
My Brightest Diamond,This Is My Hand,7.0,Rock
Jenny Lewis,The Voyager,7.2,Rock
Ab-Soul,These Days...,7.7,Rap
Sun Kil Moon,This Is My Dinner,2.8,Folk/Country
Beirut,The Rip Tide,7.7,Rock
Marching Church,This World Is Not Enough,5.6,Rock
Mac DeMarco,This Old Dog,7.9,Rock
alt-J,This Is All Yours,4.0,Rock
Wilco,The Whole Love,6.9,Rock
Spoon,They Want My Soul,8.6,Rock
Swans,The Seer,9.0,Rock
